niter,test_name,train_losses,test_losses,train_metrics,test_metrics
1,architecture_1__40/,0.00011829153681261116,0.00010010108371118223,0.1436561418324155,0.13313528083592502
2,architecture_1__40/,0.00011773033120313528,9.985889766554057e-5,0.14364774708535527,0.13311323198163183
3,architecture_1__40/,0.00011234053885773217,8.65182727337052e-5,0.14200083456421192,0.12521676793504805
4,architecture_1__40/,0.00012065480906797883,0.0001230210158045354,0.16215725778965465,0.15270127415704232
5,architecture_1__40/,8.114621347037256e-5,0.00011504725580988514,0.11385814393716319,0.1425674731249472
6,architecture_1__40/,7.44557909802477e-5,0.00010930463680119283,0.10647040226739335,0.13619728927480712
7,architecture_1__40/,7.823457784107558e-5,0.00011253726546405411,0.11050551147822626,0.13979753525598382
8,architecture_1__40/,7.794221611965571e-5,0.00011231813776777297,0.11018678382328044,0.13954482922680034
9,architecture_1__40/,6.866513615556776e-5,0.0001045934400820207,0.10071176156685233,0.13005692729399074
10,architecture_1__40/,6.506930524458717e-5,0.00010095385297696375,0.09969682766159918,0.1258813517810708
11,architecture_1__40/,6.200837308942147e-5,9.606749067297751e-5,0.10353705223777622,0.12282727137302014
12,architecture_1__40/,6.521295449439057e-5,9.392312929773669e-5,0.11047175563787989,0.12288239110102357
13,architecture_1__40/,0.00010457237804804506,0.00011948810317244985,0.12997793150656947,0.13785460744864794
14,architecture_1__40/,9.193887171190538e-5,0.00011058087492165746,0.13022237542668813,0.1385146223298776
15,architecture_1__40/,8.83779817355073e-5,0.00010554565080027669,0.12740995140139305,0.134199647814991
16,architecture_1__40/,8.78132682111051e-5,0.00010521683880180711,0.12745003875159752,0.13425817559095893
17,architecture_1__40/,8.708451823512924e-5,0.00010572970104698911,0.12842610643428237,0.13546944081422918
18,architecture_1__40/,8.663945617556506e-5,0.00010522194977368587,0.12784372503752048,0.13495813482579938
19,architecture_1__40/,8.661612436980674e-5,0.00010530072332803473,0.12783750621553877,0.13502182234282034
20,architecture_1__40/,8.644691507857762e-5,0.00010520534474398517,0.12765750361634023,0.13491154696956534
21,architecture_1__40/,8.645846295081877e-5,0.00010520166894447307,0.12766712728203986,0.1349097923453339
22,architecture_1__40/,8.643447544609258e-5,0.0001051760552037875,0.12763756380821725,0.1348853144417708
23,architecture_1__40/,8.637489438019395e-5,0.00010514689632418992,0.1275697252664005,0.13484322767887133
24,architecture_1__40/,8.637649831514958e-5,0.00010514610913497555,0.12757224323796182,0.13484201691649206
25,architecture_1__40/,8.638200677734239e-5,0.00010515130481168689,0.12757887487028488,0.1348496268795539
26,architecture_1__40/,8.6382006777471e-5,0.00010515130481168689,0.12757887487028488,0.1348496268795539
27,architecture_1__40/,8.638200677751751e-5,0.00010515130481168689,0.12757887487028488,0.1348496268795539
28,architecture_1__40/,8.646611761482575e-5,0.00010516992667702725,0.1275351778048858,0.1348535122342709
29,architecture_1__40/,8.645209988743673e-5,0.00010529952900370068,0.12754389080704567,0.13486158547394922
30,architecture_1__40/,8.35942554131908e-5,0.00010710602955551463,0.12540627305872937,0.13559913113769786
31,architecture_1__40/,8.220967756430597e-5,0.00010716724176311608,0.12478521714824944,0.13611848483182487
32,architecture_1__40/,8.229971063333255e-5,0.00010700023296992196,0.12488714008391745,0.1360073742306886
33,architecture_1__40/,8.239683759143064e-5,0.00010691322281524996,0.12496044852250453,0.13592366648984966
34,architecture_1__40/,8.241763004092622e-5,0.00010688080848726103,0.12497986602024241,0.13589810768271557
35,architecture_1__40/,8.23758393009006e-5,0.00010677616858303147,0.12497776870146807,0.13583048691408148
36,architecture_1__40/,8.323734636070368e-5,0.00010692647849250435,0.12497799321779972,0.13564357042587777
37,architecture_1__40/,8.229818231133957e-5,0.00010641731428868673,0.12501449767948156,0.1355489020413604
38,architecture_1__40/,8.256046351976239e-5,0.00010627734375517687,0.1250697302014428,0.13515504673560377
39,architecture_1__40/,8.203785357364255e-5,0.00010479572616435195,0.12487629459046377,0.1338867719852209
40,architecture_1__40/,8.182447368689195e-5,0.00010452423386701267,0.12472692025824308,0.1336246165830294
41,architecture_1__40/,8.233774295151408e-5,0.00010505325367557119,0.12439516360632753,0.133243719706287
42,architecture_1__40/,8.1900032764045e-5,0.00010473520997426782,0.12371661756690217,0.13253635459637703
43,architecture_1__40/,8.063587412849195e-5,0.0001036853812890871,0.12289821016884088,0.13168271913273358
44,architecture_1__40/,8.022546380257665e-5,0.00010344542812367414,0.12249489420338328,0.13127215586098195
45,architecture_1__40/,8.071131018398874e-5,0.00010553569745497999,0.12096764120688189,0.13005715354163724
46,architecture_1__40/,7.99828499347764e-5,0.00010479479863498045,0.12098391900662829,0.13006952534382968
47,architecture_1__40/,7.99437832000924e-5,0.00010367704743889272,0.12195369428524686,0.13078263366966797
48,architecture_1__40/,7.902605780207697e-5,0.00010310625133829889,0.12145702785730182,0.13031571460792285
49,architecture_1__40/,7.916267327303026e-5,0.00010336086341053617,0.12137015410820129,0.13026990100180125
50,architecture_1__40/,7.919861384025378e-5,0.00010332959212283344,0.12140657545068562,0.13027580656236937
51,architecture_1__40/,7.910304292352943e-5,0.00010326275705719168,0.12137647700060132,0.13024861296046006
52,architecture_1__40/,7.90516286140465e-5,0.00010319808495084528,0.12137573048927182,0.13024057074725967
53,architecture_1__40/,7.842331300346838e-5,0.00010249245301604385,0.1213317459724694,0.13012794998026753
54,architecture_1__40/,7.809226203394143e-5,0.00010209574733119892,0.12129473588443668,0.1300231036659102
55,architecture_1__40/,7.788065240058492e-5,0.00010185140903049285,0.12127171382354236,0.12996293396348024
56,architecture_1__40/,7.775117729234417e-5,0.00010169960541060208,0.12128494897208002,0.12998010230927196
57,architecture_1__40/,7.739279633793995e-5,0.00010125817607291882,0.12136252643742289,0.1301006217145856
58,architecture_1__40/,7.727816811508354e-5,0.00010109649790920056,0.12138860537574704,0.13012448853551467
59,architecture_1__40/,7.725171565429712e-5,0.00010103451112795463,0.12141470456533666,0.13014748583999003
60,architecture_1__40/,7.727027334026069e-5,0.00010103833231123527,0.12142831944284396,0.13015685768725144
61,architecture_1__40/,7.730731550858902e-5,0.00010104545632232931,0.12142008275525508,0.13014000952481233
62,architecture_1__40/,7.738877724566033e-5,0.00010109627855073689,0.12141759991922077,0.13013182309409432
63,architecture_1__40/,7.738877772790603e-5,0.00010109627884031063,0.12141759990393786,0.13013182309361374
64,architecture_1__40/,7.738877769742238e-5,0.0001010962788173429,0.12141759990393786,0.13013182309409432
65,architecture_1__40/,7.738877769742238e-5,0.0001010962788173429,0.12141759990393786,0.13013182309409432
66,architecture_1__40/,8.546563698065343e-5,0.00010770070779369138,0.12145388770627491,0.13017800083549
67,architecture_1__40/,8.028331237349693e-5,0.00010367861716579375,0.12129546180767811,0.13003490367617568
68,architecture_1__40/,7.307335908299604e-5,0.00010650616275813017,0.11549837669436318,0.13351233453377273
69,architecture_1__40/,7.493581328199633e-5,0.00010348684670848188,0.11878883178886196,0.13128038725775842
70,architecture_1__40/,7.421698695775727e-5,0.00010322686394705248,0.1185647426368701,0.13144635343779287
71,architecture_1__40/,7.400815007925062e-5,0.00010320018480909987,0.11846496632887192,0.13154293008249027
72,architecture_1__40/,7.403448360381775e-5,0.00010321126759691698,0.11846900273415935,0.13154173426047366
73,architecture_1__40/,7.427693435310624e-5,0.00010331752762812542,0.11851261786091523,0.13151901903377652
74,architecture_1__40/,7.433837295585667e-5,0.00010335130103381259,0.11851964877266535,0.13151523220507366
75,architecture_1__40/,7.437871982524651e-5,0.00010338203815413425,0.11851812787833396,0.13151624745213814
76,architecture_1__40/,7.439666108422263e-5,0.0001034077167083914,0.11850710207530603,0.13152221789808766
77,architecture_1__40/,7.435617996483693e-5,0.00010339897191028538,0.11848873498949375,0.1315301018814684
78,architecture_1__40/,7.43278319714761e-5,0.00010339925001387015,0.1184680569900731,0.1315383865099949
79,architecture_1__40/,7.389145538029725e-5,0.00010345797271164044,0.1181427709029919,0.13167608346173323
80,architecture_1__40/,7.38200101313398e-5,0.00010341124335865692,0.11814214082608701,0.13167176641014558
81,architecture_1__40/,7.357449834831265e-5,0.00010325838811089931,0.11811681546582445,0.13161940393849886
82,architecture_1__40/,7.36282927201293e-5,0.00010327201119297286,0.1180823660757965,0.13154447949142684
83,architecture_1__40/,7.363382157177652e-5,0.00010315351707309934,0.11815926067042655,0.1314955684956076
84,architecture_1__40/,7.362908560146375e-5,0.00010308479941120735,0.11818168074882972,0.13145416086271924
85,architecture_1__40/,7.364049044111436e-5,0.00010291095077967177,0.11824589580989371,0.13134073933763013
86,architecture_1__40/,7.36629894090129e-5,0.00010280873169287546,0.11828775055990892,0.13126882596003328
87,architecture_1__40/,7.374112776900054e-5,0.00010267818105655355,0.11837766334625278,0.13114330452374987
88,architecture_1__40/,7.385768058537521e-5,0.0001025718264225087,0.11843884439550602,0.13097318759748758
89,architecture_1__40/,7.4019168309067e-5,0.00010265141291967252,0.11842754569143571,0.13086668366496793
90,architecture_1__40/,7.478066337657832e-5,0.00010322237752409197,0.11839302312559748,0.13061944405263082
91,architecture_1__40/,7.516474057620701e-5,0.00010349731209519099,0.11822248923184468,0.13029523994643916
92,architecture_1__40/,7.786770317651686e-5,0.00010591657207900034,0.1178515974074443,0.12968761429554143
93,architecture_1__40/,7.98211193135921e-5,0.00010794048518271119,0.1178032597059723,0.1295287509015115
94,architecture_1__40/,7.92081818125066e-5,0.00011013057865395805,0.1161392020330918,0.1305010192736085
95,architecture_1__40/,7.999684342830552e-5,0.0001098442473758554,0.11682475762912665,0.1300241992993035
96,architecture_1__40/,8.126402848696521e-5,0.00011093346801621883,0.11686543877048358,0.129840854018377
97,architecture_1__40/,8.106095790740926e-5,0.0001108085564134897,0.11677900980876582,0.12984633676174118
98,architecture_1__40/,8.203163701041856e-5,0.00011190304976663304,0.11643824947426994,0.12970926024122964
99,architecture_1__40/,8.581904041313288e-5,0.00011587691136585044,0.11591250546133246,0.12931337629361866
100,architecture_1__40/,8.46744946224202e-5,0.00011440888881871758,0.11592297499683007,0.12909741233394198
101,architecture_1__40/,7.65489276010424e-5,0.00010595072475302248,0.11545899005687424,0.128794977532576
