epochs,test_name,train_loss,test_loss,train_metric,test_metric
9,test_1_cos/,0.0007249688239602079,0.019208046947140785,1.448154793035008e-6,0.001001167382322494
10,test_1_cos/,0.0007180666420467943,0.018981022366530723,1.4359302763660807e-6,0.0009855398802420738
11,test_1_cos/,0.0007134868842790838,0.019055493152166928,1.423429557046131e-6,0.0010002426674858846
12,test_1_cos/,0.0007132055870155151,0.01907517292808411,1.4259091626497547e-6,0.0010034337209217866
13,test_1_cos/,0.0007131891704534383,0.019075547015177545,1.4245223218089523e-6,0.0010022733182979777
14,test_1_cos/,0.0007131621094920898,0.0190660502202861,1.4239866737765372e-6,0.0010014669983701224
15,test_1_cos/,0.0007131294166504737,0.019071315655606505,1.424716036506008e-6,0.0010023439490427523
16,test_1_cos/,0.0007131113535765597,0.019068790394879173,1.4250731971350543e-6,0.0010025687800256902
17,test_1_cos/,0.0007130889901301227,0.019067983265400403,1.4246811868303566e-6,0.0010021984149066927
18,test_1_cos/,0.0007130801522679062,0.01906710287863327,1.424614598905729e-6,0.001002104001820803
19,test_1_cos/,0.0007130749156970393,0.019066406226026667,1.4245566900145346e-6,0.0010020227821140226
20,test_1_cos/,0.0007130739427646378,0.019066551410597803,1.424595961609667e-6,0.001002064422255158
21,test_1_cos/,0.000713072589336487,0.01906651275473519,1.4246293987470454e-6,0.0010020928715161485
22,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
23,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
24,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
1,test_1_cos/,0.017767634586805806,0.03814809012409821,0.0007391972012523707,0.0024750042339746823
2,test_1_cos/,0.003088347072903098,0.023711023878070885,3.904881084744904e-5,0.001313500833425175
3,test_1_cos/,0.0023706568663386133,0.015203710907579826,2.1400767748157677e-5,0.0007483929506315457
4,test_1_cos/,0.0023330763297572284,0.015956635697790413,1.6810146147402455e-5,0.0008550713853320656
5,test_1_cos/,0.0017157311774940514,0.02120298561533166,1.2616599677840358e-5,0.0013081723722803032
6,test_1_cos/,0.0013782783639814495,0.020866432980840722,6.176329813499724e-6,0.001100093813623469
7,test_1_cos/,0.0008641614532859836,0.01915890976177032,1.7317341354110028e-6,0.0009437688029482428
8,test_1_cos/,0.0007397008435084024,0.01889424270950014,1.4772179745362049e-6,0.0010005292852749174
9,test_1_cos/,0.0007249688239602079,0.019208046947140785,1.448154793035008e-6,0.001001167382322494
10,test_1_cos/,0.0007180666420467943,0.018981022366530723,1.4359302763660807e-6,0.0009855398802420738
11,test_1_cos/,0.0007134868842790838,0.019055493152166928,1.423429557046131e-6,0.0010002426674858846
12,test_1_cos/,0.0007132055870155151,0.01907517292808411,1.4259091626497547e-6,0.0010034337209217866
13,test_1_cos/,0.0007131891704534383,0.019075547015177545,1.4245223218089523e-6,0.0010022733182979777
14,test_1_cos/,0.0007131621094920898,0.0190660502202861,1.4239866737765372e-6,0.0010014669983701224
15,test_1_cos/,0.0007131294166504737,0.019071315655606505,1.424716036506008e-6,0.0010023439490427523
16,test_1_cos/,0.0007131113535765597,0.019068790394879173,1.4250731971350543e-6,0.0010025687800256902
17,test_1_cos/,0.0007130889901301227,0.019067983265400403,1.4246811868303566e-6,0.0010021984149066927
18,test_1_cos/,0.0007130801522679062,0.01906710287863327,1.424614598905729e-6,0.001002104001820803
19,test_1_cos/,0.0007130749156970393,0.019066406226026667,1.4245566900145346e-6,0.0010020227821140226
20,test_1_cos/,0.0007130739427646378,0.019066551410597803,1.424595961609667e-6,0.001002064422255158
21,test_1_cos/,0.000713072589336487,0.01906651275473519,1.4246293987470454e-6,0.0010020928715161485
22,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
23,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
24,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
1,test_1_cos/,0.017767634586805806,0.03814809012409821,0.0007391972012523707,0.0024750042339746823
2,test_1_cos/,0.003088347072903098,0.023711023878070885,3.904881084744904e-5,0.001313500833425175
3,test_1_cos/,0.0023706568663386133,0.015203710907579826,2.1400767748157677e-5,0.0007483929506315457
4,test_1_cos/,0.0023330763297572284,0.015956635697790413,1.6810146147402455e-5,0.0008550713853320656
5,test_1_cos/,0.0017157311774940514,0.02120298561533166,1.2616599677840358e-5,0.0013081723722803032
6,test_1_cos/,0.0013782783639814495,0.020866432980840722,6.176329813499724e-6,0.001100093813623469
7,test_1_cos/,0.0008641614532859836,0.01915890976177032,1.7317341354110028e-6,0.0009437688029482428
8,test_1_cos/,0.0007397008435084024,0.01889424270950014,1.4772179745362049e-6,0.0010005292852749174
9,test_1_cos/,0.0007249688239602079,0.019208046947140785,1.448154793035008e-6,0.001001167382322494
10,test_1_cos/,0.0007180666420467943,0.018981022366530723,1.4359302763660807e-6,0.0009855398802420738
11,test_1_cos/,0.0007134868842790838,0.019055493152166928,1.423429557046131e-6,0.0010002426674858846
12,test_1_cos/,0.0007132055870155151,0.01907517292808411,1.4259091626497547e-6,0.0010034337209217866
13,test_1_cos/,0.0007131891704534383,0.019075547015177545,1.4245223218089523e-6,0.0010022733182979777
14,test_1_cos/,0.0007131621094920898,0.0190660502202861,1.4239866737765372e-6,0.0010014669983701224
15,test_1_cos/,0.0007131294166504737,0.019071315655606505,1.424716036506008e-6,0.0010023439490427523
16,test_1_cos/,0.0007131113535765597,0.019068790394879173,1.4250731971350543e-6,0.0010025687800256902
17,test_1_cos/,0.0007130889901301227,0.019067983265400403,1.4246811868303566e-6,0.0010021984149066927
18,test_1_cos/,0.0007130801522679062,0.01906710287863327,1.424614598905729e-6,0.001002104001820803
19,test_1_cos/,0.0007130749156970393,0.019066406226026667,1.4245566900145346e-6,0.0010020227821140226
20,test_1_cos/,0.0007130739427646378,0.019066551410597803,1.424595961609667e-6,0.001002064422255158
21,test_1_cos/,0.000713072589336487,0.01906651275473519,1.4246293987470454e-6,0.0010020928715161485
22,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
23,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
24,test_1_cos/,0.0007130722154018137,0.019066440171302285,1.4246096375167121e-6,0.0010020720499589136
