epochs,test_name,train_loss,test_loss,train_metric,test_metric,optimiser
111,test_1/,0.00020496185634529465,0.0012164638446052183,8.198474253811785e-7,9.731710756841746e-7,ADAM_5e-5
112,test_1/,0.00020481734042056453,0.0012701333903302142,8.192693616822581e-7,1.0161067122641715e-6,ADAM_5e-5
113,test_1/,0.00020477932197608638,0.0013250101980204427,8.191172879043455e-7,1.0600081584163541e-6,ADAM_5e-5
114,test_1/,0.00020482804311260395,0.0013783142428227123,8.193121724504158e-7,1.1026513942581696e-6,ADAM_5e-5
115,test_1/,0.00020495121272253816,0.001428600202337025,8.198048508901526e-7,1.1428801618696202e-6,ADAM_5e-5
116,test_1/,0.00020512593730992706,0.001474012082721141,8.205037492397083e-7,1.1792096661769128e-6,ADAM_5e-5
117,test_1/,0.0002053105221824841,0.0015114090138999311,8.212420887299364e-7,1.2091272111199449e-6,ADAM_5e-5
118,test_1/,0.00020545429758151213,0.0015370503502024162,8.218171903260485e-7,1.229640280161933e-6,ADAM_5e-5
119,test_1/,0.00020551822868302572,0.0015482383549029729,8.220729147321028e-7,1.2385906839223783e-6,ADAM_5e-5
120,test_1/,0.00020549141916029447,0.0015446614765814732,8.219656766411779e-7,1.2357291812651787e-6,ADAM_5e-5
121,test_1/,0.00020539220620441874,0.0015284634998861614,8.21568824817675e-7,1.222770799908929e-6,ADAM_5e-5
122,test_1/,0.00020525484176571514,0.0015031377202850984,8.210193670628605e-7,1.2025101762280786e-6,ADAM_5e-5
123,test_1/,0.00020511156127681326,0.0014720516814020243,8.204462451072531e-7,1.1776413451216194e-6,ADAM_5e-5
124,test_1/,0.00020498150883658275,0.001437569722742269,8.19926035346331e-7,1.1500557781938152e-6,ADAM_5e-5
125,test_1/,0.00020487112804714076,0.0014011412452596913,8.19484512188563e-7,1.1209129962077531e-6,ADAM_5e-5
126,test_1/,0.00020478188680469903,0.0013639990884104962,8.191275472187961e-7,1.091199270728397e-6,ADAM_5e-5
127,test_1/,0.00020471712990934807,0.001327739716910986,8.188685196373923e-7,1.0621917735287888e-6,ADAM_5e-5
128,test_1/,0.00020468264693108772,0.0012943225619027462,8.18730587724351e-7,1.035458049522197e-6,ADAM_5e-5
129,test_1/,0.00020468169210641633,0.0012655475794414255,8.187267684256653e-7,1.0124380635531404e-6,ADAM_5e-5
130,test_1/,0.00020470970716842925,0.0012424694618583887,8.18838828673717e-7,9.93975569486711e-7,ADAM_5e-5
131,test_1/,0.00020475375070763344,0.00122520512040659,8.190150028305337e-7,9.80164096325272e-7,ADAM_5e-5
132,test_1/,0.00020479746791024814,0.001213222955399075,8.191898716409925e-7,9.7057836431926e-7,ADAM_5e-5
133,test_1/,0.0002048280307708046,0.0012058384447021855,8.193121230832184e-7,9.646707557617483e-7,ADAM_5e-5
134,test_1/,0.00020484037599240501,0.0012025726167430872,8.193615039696201e-7,9.620580933944698e-7,ADAM_5e-5
135,test_1/,0.00020483661470086537,0.001203130034025537,8.193464588034614e-7,9.62504027220429e-7,ADAM_5e-5
136,test_1/,0.00020482196796425505,0.0012071764987344347,8.192878718570202e-7,9.657411989875477e-7,ADAM_5e-5
137,test_1/,0.00020480084806838046,0.0012141285957726156,8.192033922735218e-7,9.713028766180926e-7,ADAM_5e-5
138,test_1/,0.000204775511152123,0.0012231827606260307,8.19102044608492e-7,9.785462085008245e-7,ADAM_5e-5
139,test_1/,0.0002047474662534296,0.001233536244199787,8.189898650137184e-7,9.868289953598296e-7,ADAM_5e-5
140,test_1/,0.0002047193452313057,0.001244622034409408,8.188773809252228e-7,9.956976275275264e-7,ADAM_5e-5
141,test_1/,0.00020469526382075,0.0012561651229746193,8.187810552829999e-7,1.0049320983796955e-6,ADAM_5e-5
142,test_1/,0.00020467929981121422,0.0012680414448671793,8.187171992448569e-7,1.0144331558937435e-6,ADAM_5e-5
143,test_1/,0.00020467329702653658,0.0012800581311198452,8.186931881061463e-7,1.024046504895876e-6,ADAM_5e-5
144,test_1/,0.00020467592252817866,0.001291826001005295,8.187036901127146e-7,1.033460800804236e-6,ADAM_5e-5
145,test_1/,0.00020468354526289966,0.0013027873943809486,8.187341810515986e-7,1.042229915504759e-6,ADAM_5e-5
146,test_1/,0.00020469226240680809,0.001312374913978825,8.187690496272323e-7,1.0498999311830599e-6,ADAM_5e-5
147,test_1/,0.0002046995189553257,0.0013201314650785414,8.187980758213028e-7,1.0561051720628334e-6,ADAM_5e-5
148,test_1/,0.00020470446091600767,0.0013257635656769983,8.188178436640307e-7,1.0606108525415988e-6,ADAM_5e-5
149,test_1/,0.00020470715487572018,0.001329102670370539,8.188286195028807e-7,1.0632821362964313e-6,ADAM_5e-5
150,test_1/,0.00020470762303343037,0.0013300560309337532,8.188304921337215e-7,1.0640448247470027e-6,ADAM_5e-5
151,test_1/,0.0002047055830507559,0.0013286209518529168,8.188223322030236e-7,1.0628967614823334e-6,ADAM_5e-5
152,test_1/,0.00020470089645231666,0.0013249403206781164,8.188035858092667e-7,1.0599522565424933e-6,ADAM_5e-5
153,test_1/,0.0002046941548741754,0.001319353093561663,8.187766194967016e-7,1.0554824748493304e-6,ADAM_5e-5
154,test_1/,0.00020468675629885645,0.0013123863444863327,8.187470251954259e-7,1.0499090755890662e-6,ADAM_5e-5
155,test_1/,0.00020468034247705602,0.0013046623922251348,8.187213699082241e-7,1.0437299137801076e-6,ADAM_5e-5
156,test_1/,0.0002046760381678446,0.0012967954833097246,8.187041526713786e-7,1.0374363866477797e-6,ADAM_5e-5
157,test_1/,0.00020467404204158342,0.001289294305123288,8.186961681663336e-7,1.0314354440986304e-6,ADAM_5e-5
158,test_1/,0.00020467381904378033,0.001282540138372596,8.186952761751213e-7,1.0260321106980767e-6,ADAM_5e-5
159,test_1/,0.00020467462508404885,0.0012767881870837912,8.186985003361954e-7,1.021430549667033e-6,ADAM_5e-5
160,test_1/,0.0002046759279856623,0.0012721911679002063,8.187037119426492e-7,1.0177529343201649e-6,ADAM_5e-5
161,test_1/,0.00020467747535702035,0.0012688086846363725,8.187099014280815e-7,1.015046947709098e-6,ADAM_5e-5
162,test_1/,0.00020467907523200203,0.0012666062109743456,8.187163009280082e-7,1.0132849687794766e-6,ADAM_5e-5
163,test_1/,0.000204680412329727,0.0012654716273710245,8.18721649318908e-7,1.0123773018968196e-6,ADAM_5e-5
164,test_1/,0.00020468108748404346,0.001265247266189361,8.187243499361739e-7,1.0121978129514888e-6,ADAM_5e-5
165,test_1/,0.0002046808312365343,0.001265783414190151,8.187233249461372e-7,1.0126267313521208e-6,ADAM_5e-5
166,test_1/,0.00020467970154773607,0.0012669631980484965,8.187188061909442e-7,1.0135705584387972e-6,ADAM_5e-5
167,test_1/,0.00020467806720621677,0.0012687088765753766,8.187122688248671e-7,1.0149671012603015e-6,ADAM_5e-5
168,test_1/,0.00020467639725565604,0.001270960387709456,8.187055890226242e-7,1.0167683101675647e-6,ADAM_5e-5
169,test_1/,0.00020467502378126103,0.0012736452099492278,8.187000951250441e-7,1.0189161679593823e-6,ADAM_5e-5
170,test_1/,0.00020467405722829254,0.001276659382399084,8.186962289131702e-7,1.0213275059192673e-6,ADAM_5e-5
171,test_1/,0.00020467345702493455,0.0012798658885476016,8.186938280997383e-7,1.0238927108380814e-6,ADAM_5e-5
172,test_1/,0.00020467316163682716,0.0012830990206390443,8.186926465473086e-7,1.0264792165112354e-6,ADAM_5e-5
173,test_1/,0.00020467315211264027,0.0012861890615259134,8.18692608450561e-7,1.0289512492207307e-6,ADAM_5e-5
174,test_1/,0.00020467341598111552,0.001288964111117762,8.186936639244621e-7,1.0311712888942095e-6,ADAM_5e-5
175,test_1/,0.00020467387670727578,0.0012912683328289798,8.186955068291032e-7,1.0330146662631839e-6,ADAM_5e-5
176,test_1/,0.00020467437562379998,0.00129297409761479,8.186975024952e-7,1.0343792780918324e-6,ADAM_5e-5
177,test_1/,0.00020467473650096838,0.00129400566926051,8.186989460038736e-7,1.0352045354084078e-6,ADAM_5e-5
178,test_1/,0.0002046748528353052,0.001294348261924374,8.186994113412208e-7,1.035478609539499e-6,ADAM_5e-5
179,test_1/,0.00020467472901666085,0.0012940507453523746,8.186989160666435e-7,1.0352405962818997e-6,ADAM_5e-5
180,test_1/,0.0002046744510637662,0.0012932162741578239,8.186978042550648e-7,1.0345730193262592e-6,ADAM_5e-5
181,test_1/,0.00020467411553644064,0.0012919745924119628,8.186964621457627e-7,1.0335796739295702e-6,ADAM_5e-5
182,test_1/,0.0002046737836208411,0.0012904664500538454,8.186951344833644e-7,1.0323731600430764e-6,ADAM_5e-5
183,test_1/,0.0002046734797596714,0.0012888250560753596,8.186939190386856e-7,1.0310600448602876e-6,ADAM_5e-5
184,test_1/,0.00020467321880535903,0.0012871598259465264,8.186928752214361e-7,1.0297278607572211e-6,ADAM_5e-5
185,test_1/,0.0002046730314973943,0.001285562442130978,8.186921259895772e-7,1.0284499537047822e-6,ADAM_5e-5
186,test_1/,0.00020467294744898437,0.0012840940074638932,8.186917897959375e-7,1.0272752059711144e-6,ADAM_5e-5
187,test_1/,0.000204672974377819,0.0012827974661996705,8.18691897511276e-7,1.0262379729597363e-6,ADAM_5e-5
188,test_1/,0.00020467308090786978,0.0012816934591695093,8.186923236314791e-7,1.0253547673356075e-6,ADAM_5e-5
189,test_1/,0.00020467321111836226,0.0012807948551843615,8.18692844473449e-7,1.0246358841474892e-6,ADAM_5e-5
190,test_1/,0.00020467331395880622,0.0012801136121724005,8.186932558352249e-7,1.0240908897379207e-6,ADAM_5e-5
191,test_1/,0.0002046733665168822,0.0012796614604335239,8.186934660675288e-7,1.023729168346819e-6,ADAM_5e-5
192,test_1/,0.0002046733720219585,0.0012794490661848026,8.18693488087834e-7,1.0235592529478422e-6,ADAM_5e-5
193,test_1/,0.00020467334306594194,0.0012794872411843647,8.186933722637677e-7,1.0235897929474918e-6,ADAM_5e-5
194,test_1/,0.000204673289579213,0.001279768935195409,8.18693158316852e-7,1.0238151481563273e-6,ADAM_5e-5
195,test_1/,0.0002046732156055366,0.001280272914380794,8.186928624221463e-7,1.024218331504635e-6,ADAM_5e-5
196,test_1/,0.0002046731280320198,0.0012809605061079212,8.18692512128079e-7,1.024768404886337e-6,ADAM_5e-5
197,test_1/,0.00020467304236530064,0.001281779107688587,8.186921694612026e-7,1.0254232861508694e-6,ADAM_5e-5
198,test_1/,0.0002046729776220644,0.0012826671201442734,8.186919104882576e-7,1.0261336961154187e-6,ADAM_5e-5
199,test_1/,0.00020467294584027078,0.0012835587500955555,8.186917833610831e-7,1.0268470000764444e-6,ADAM_5e-5
