epochs,test_name,train_losses,test_losses,train_metric,test_metric
1,sxsbbh0168/,0.0001179070420033973,0.00010001454610562114,0.1436393179237588,0.1331021499066865
2,sxsbbh0168/,0.00011767544654325336,9.981287903411981e-5,0.14364631601852176,0.13311824057337956
3,sxsbbh0168/,0.00012857238605116123,0.00013458198328778696,0.17274710551425743,0.16782979144094087
4,sxsbbh0168/,8.418142643651454e-5,0.00011759607807202458,0.11731827229847967,0.1453909260529414
5,sxsbbh0168/,7.804676032516492e-5,0.00011234940866633578,0.11036573948835653,0.13965686423671425
6,sxsbbh0168/,7.656148894765973e-5,0.00011112589970040773,0.10868106548618116,0.13824214323017775
7,sxsbbh0168/,7.676748959462914e-5,0.00011146572659495973,0.10846958750816955,0.13818436037393786
8,sxsbbh0168/,7.73349740642658e-5,0.00011254777743294787,0.1074943964440236,0.13776047580585055
9,sxsbbh0168/,7.679393280253507e-5,0.00011240226827351599,0.10643950343885819,0.1370637344192113
10,sxsbbh0168/,7.501570830984456e-5,0.00011116628879638145,0.10542971257459857,0.1363442894394468
11,sxsbbh0168/,7.205029331248819e-5,0.00010879574118574523,0.1043041967278162,0.1353571185921816
12,sxsbbh0168/,7.114896223956013e-5,0.00010771908456677637,0.10256865247624891,0.13343067212158044
13,sxsbbh0168/,6.735845956782397e-5,0.00010499756173183249,0.10140420408424157,0.13091769799699812
14,sxsbbh0168/,7.229460484695674e-5,0.0001097170604034133,0.10182862915741256,0.12891644887272155
15,sxsbbh0168/,6.846955603018096e-5,0.00010474138149230496,0.10457203597315218,0.1265198781158412
16,sxsbbh0168/,6.80564380821585e-5,0.00010319755566745294,0.10632538201378071,0.12636332075335407
17,sxsbbh0168/,7.513507632914104e-5,0.00010034716620576915,0.11659924040203398,0.12821812624166923
18,sxsbbh0168/,0.00014382121663913594,0.00015985715315623662,0.12725389346361113,0.1334371163093305
19,sxsbbh0168/,9.720557592405377e-5,0.00011616016431712382,0.12776937413866699,0.1341584001032474
20,sxsbbh0168/,9.122247458528764e-5,0.00010999625184641228,0.12782365178763688,0.13422931935175333
21,sxsbbh0168/,8.814537156847956e-5,0.00010816958206203246,0.12777673213501864,0.13525492803180078
22,sxsbbh0168/,9.035690296674737e-5,0.00011067969132937104,0.12734861553381638,0.1348013948755841
23,sxsbbh0168/,8.946741305567349e-5,0.00010935708227255607,0.127540629288925,0.13479814166255136
24,sxsbbh0168/,8.854481956259541e-5,0.00010822234492170224,0.12760635256577332,0.13482514701782877
25,sxsbbh0168/,8.863721857985348e-5,0.00010838031657853792,0.12757783174640908,0.13482538081139467
26,sxsbbh0168/,8.859865773732316e-5,0.00010834318096418113,0.1276058599436104,0.1348610729359994
27,sxsbbh0168/,8.859804164470073e-5,0.00010834337138422044,0.1276065495243714,0.13486535858066664
28,sxsbbh0168/,8.859664848213307e-5,0.00010834239389136717,0.12760599615590767,0.13486524770807495
29,sxsbbh0168/,8.859664880143322e-5,0.00010834239443654679,0.12760599614696025,0.13486524768456956
30,sxsbbh0168/,8.859664880143322e-5,0.00010834239443654679,0.12760599614696025,0.13486524768456956
31,sxsbbh0168/,8.859664880143322e-5,0.00010834239443654679,0.12760599614696025,0.13486524768456956
32,sxsbbh0168/,8.959056521712697e-5,0.00010951408319012121,0.1276086633155215,0.13486993266123312
33,sxsbbh0168/,8.882302377959675e-5,0.0001086311504237974,0.1276004049808102,0.13486661484193802
34,sxsbbh0168/,8.405732286045686e-5,0.00011244888566351569,0.12385673936093773,0.13700527273621946
