niter,test_name,train_losses,test_losses,train_metrics,test_metrics
1,8neurons/,7.162744320882634e-5,0.00011902165280813203,0.1001640719419636,0.1427509193515795
2,8neurons/,7.166844523683058e-5,0.00011908232477369574,0.10016838658513615,0.142748207581328
3,8neurons/,7.166237585328077e-5,0.00011904450564078877,0.10017324484542765,0.14271949794212443
4,8neurons/,7.502096288574607e-5,0.00012218097049393974,0.10007093867128623,0.13986849373896254
5,8neurons/,9.454219356861118e-5,0.00013362888692479747,0.10140738287382953,0.12990585978608993
6,8neurons/,0.00011722207218725453,0.00012704713117823427,0.10932432568100094,0.12014544529141284
7,8neurons/,0.00010216153987820109,0.00012209470116347377,0.10844770507932014,0.12083397585942926
8,8neurons/,8.183698953368808e-5,0.00010064892528961008,0.10723854553051372,0.1214901699278652
9,8neurons/,8.162533753681368e-5,9.80048479512036e-5,0.10774702304728702,0.1212058591568834
10,8neurons/,8.218038545737124e-5,9.52463586135658e-5,0.10847891307553278,0.1207875722334469
11,8neurons/,8.243143979884744e-5,9.452120490593068e-5,0.10870303441176116,0.12064950158938757
12,8neurons/,8.222632861496024e-5,9.45384018307182e-5,0.10864069837629543,0.120685964284966
13,8neurons/,8.197068484933625e-5,9.452893356130449e-5,0.10857328386621544,0.12071962305466574
14,8neurons/,8.194598080240797e-5,9.453708014250996e-5,0.10856595868484235,0.12072359697813485
15,8neurons/,8.19252276525459e-5,9.454447510577888e-5,0.10855938566130022,0.12072649288953859
16,8neurons/,8.191085125863737e-5,9.456193427485132e-5,0.108552805391065,0.12072925106084433
17,8neurons/,8.191054832392116e-5,9.460033571832212e-5,0.10854621770180464,0.12073217884031151
18,8neurons/,8.191054770626944e-5,9.460061625914614e-5,0.10854611079149085,0.12073222346021037
19,8neurons/,8.1910559634338e-5,9.460040866853434e-5,0.10854610250396897,0.12073221684066367
20,8neurons/,8.1910561348917e-5,9.460041182291352e-5,0.10854610272202325,0.12073221648695111
21,8neurons/,8.191437703997285e-5,9.462030489997294e-5,0.10854357442686097,0.12073334111533368
22,8neurons/,8.191452751670058e-5,9.463723379045508e-5,0.10854047598092202,0.12073554480200333
23,8neurons/,8.191436002424084e-5,9.463723625421177e-5,0.10854047321340826,0.12073551234901271
24,8neurons/,8.191438450614273e-5,9.463727080484614e-5,0.10854048323669212,0.12073557925431111
25,8neurons/,8.191387610814305e-5,9.463814322256244e-5,0.10854032650669017,0.12073577530127337
26,8neurons/,8.191385941601341e-5,9.463817923352007e-5,0.10854034233772566,0.12073578228065154
27,8neurons/,8.191385941601341e-5,9.463817923352007e-5,0.10854034233772566,0.12073578228065154
28,8neurons/,8.191385941601341e-5,9.463817923352007e-5,0.10854034233772566,0.12073578228065154
29,8neurons/,8.191385941601341e-5,9.463817923352007e-5,0.10854034233772566,0.12073578228065154
30,8neurons/,8.186030332747152e-5,9.457339487240561e-5,0.10853437437704179,0.12074181168535301
31,8neurons/,7.737647498835723e-5,9.435065738449302e-5,0.10632699908376145,0.12070621630616275
32,8neurons/,7.359766992375324e-5,9.442002024308987e-5,0.10435282451256855,0.12033935958498063
33,8neurons/,7.417217106925919e-5,9.442424834985245e-5,0.10471965831605945,0.12030948897209277
34,8neurons/,7.417179967512728e-5,9.442426292272437e-5,0.1047195240803205,0.12030954648010883
35,8neurons/,7.417179967512728e-5,9.442426292272437e-5,0.1047195240803205,0.12030954648010883
36,8neurons/,7.417179967512728e-5,9.442426292272437e-5,0.1047195240803205,0.12030954648010883
37,8neurons/,7.417009602744194e-5,9.442891409011205e-5,0.10471693803461392,0.12031025005528159
38,8neurons/,6.332863133389631e-5,0.00010101651303307202,0.09747923442843505,0.12176906516222444
39,8neurons/,5.9801247342517594e-5,9.7576358368998e-5,0.09680232656088572,0.12204853278911287
40,8neurons/,6.869476648052986e-5,9.491000467985704e-5,0.10150283297921088,0.12024031970203841
41,8neurons/,6.565297611777149e-5,9.543165700192102e-5,0.10028347060019355,0.12019914652645045
42,8neurons/,6.479471690534172e-5,9.5678621994304e-5,0.09989845136832089,0.12036775930332087
43,8neurons/,6.501445203096179e-5,9.561230687633594e-5,0.10000314711546379,0.12032521418156976
44,8neurons/,6.503307075994903e-5,9.561436745278475e-5,0.1000142297786049,0.12033034547785236
45,8neurons/,6.510635703344312e-5,9.564377292884188e-5,0.10005641114616802,0.120357279317143
46,8neurons/,6.502132684940785e-5,9.569508363709439e-5,0.10002416762751823,0.12039780824897148
47,8neurons/,6.471580681185514e-5,9.58796529833611e-5,0.09990534943532416,0.12054046999441234
48,8neurons/,6.455169880100889e-5,9.604890907354967e-5,0.09985408947145212,0.12067629291266377
49,8neurons/,6.459008537050863e-5,9.608690497689949e-5,0.09987693591461334,0.12070580578653337
50,8neurons/,6.463314875004809e-5,9.612113451033879e-5,0.09990178973974036,0.12073761691313975
51,8neurons/,6.460490978947898e-5,9.611643268689239e-5,0.09988822679873958,0.12073130187400102
52,8neurons/,6.459906472161087e-5,9.610528908320521e-5,0.0998839314590171,0.12072190494561474
53,8neurons/,6.459769535723842e-5,9.610578184518746e-5,0.09988349929366919,0.12072270252154221
54,8neurons/,6.459769506970561e-5,9.610568776474297e-5,0.0998835730911329,0.12072262180484988
55,8neurons/,6.459565990370723e-5,9.610486358656647e-5,0.09988194674488453,0.12072167446670189
56,8neurons/,6.459565990370723e-5,9.610486358656647e-5,0.09988194674488453,0.12072167446670189
57,8neurons/,6.459565990370723e-5,9.610486358656647e-5,0.09988194674488453,0.12072167446670189
58,8neurons/,6.458853084355561e-5,9.612816495040591e-5,0.09987337294364718,0.12073033361509183
59,8neurons/,6.20944315628577e-5,9.9231633731142e-5,0.09774277397192226,0.12193351994276122
60,8neurons/,5.7095298591129837e-5,9.954004463169703e-5,0.09453734038797437,0.12324809939638466
61,8neurons/,5.7549210128316406e-5,9.892484174430763e-5,0.09493855762541469,0.12275983981798591
62,8neurons/,6.029732033171998e-5,9.501817235580181e-5,0.09611571773469518,0.11929447295538051
63,8neurons/,5.892960600158927e-5,9.502126906465377e-5,0.09507462332562643,0.11882899790155303
64,8neurons/,5.6673881044418124e-5,9.507518967383177e-5,0.09349460915439864,0.11867197440245983
65,8neurons/,5.75695899431469e-5,9.466011967250704e-5,0.09408817867879031,0.11845660870141
66,8neurons/,5.774111939943585e-5,9.447146507569025e-5,0.0941422142911378,0.11829666323186816
67,8neurons/,5.783043801805884e-5,9.433756875697775e-5,0.09415310461543616,0.11817559646855595
68,8neurons/,5.78669983193989e-5,9.42429459588764e-5,0.09413301918389555,0.11808082128933813
69,8neurons/,5.786697212066832e-5,9.423565780929702e-5,0.09412871230177305,0.11807253628992119
70,8neurons/,5.786697212066832e-5,9.423565780929702e-5,0.09412871230177305,0.11807253628992119
71,8neurons/,5.786697212066832e-5,9.423565780929702e-5,0.09412871230177305,0.11807253628992119
72,8neurons/,5.786697212066832e-5,9.423565780929702e-5,0.09412871230177305,0.11807253628992119
73,8neurons/,5.7824993916082806e-5,9.452350596424731e-5,0.09402330268317305,0.11812075790800651
74,8neurons/,5.2223448372288216e-5,9.753963733980161e-5,0.09018951327504428,0.12012176842166963
75,8neurons/,5.017743704765011e-5,9.942348449397039e-5,0.08797711301537334,0.12096611840636753
76,8neurons/,4.9983366073142874e-5,9.915010941134585e-5,0.08796055895714112,0.12097373507799263
77,8neurons/,5.0969123951395784e-5,9.81572653680925e-5,0.08894791548648848,0.12034627229726014
78,8neurons/,5.102440103426549e-5,9.806554992799586e-5,0.08901646529672833,0.12029722873271399
79,8neurons/,5.093145152441385e-5,9.810069454690458e-5,0.08892469356083343,0.12028708170579357
80,8neurons/,5.0941309359905435e-5,9.806273916832708e-5,0.08894399379619154,0.1202767621336311
81,8neurons/,5.096024224583772e-5,9.80133867161836e-5,0.08895453730851122,0.12022942078140408
82,8neurons/,5.246078232733616e-5,9.506438816698843e-5,0.08917289904155538,0.1171565092961669
83,8neurons/,5.230078155909083e-5,9.429502938528184e-5,0.08835897650017635,0.11608976186732535
84,8neurons/,5.191767107537124e-5,9.38716429326148e-5,0.0875381130497424,0.11551937508681707
85,8neurons/,5.190446961684324e-5,9.387809113522435e-5,0.08754112642550488,0.11553514467164637
86,8neurons/,5.1932674400773064e-5,9.388386341123531e-5,0.08758384610106784,0.11554928374663515
87,8neurons/,5.194404505690108e-5,9.381281904088125e-5,0.08754608012449053,0.1154833277885143
88,8neurons/,5.19898234787894e-5,9.37720190080104e-5,0.08756586376773678,0.1154472045438522
89,8neurons/,5.2004309066346706e-5,9.37617745728781e-5,0.08757493261203186,0.11543843601514574
90,8neurons/,5.201954661564998e-5,9.375143434990147e-5,0.08758311523236607,0.11542983786020636
91,8neurons/,5.203468406724972e-5,9.374139888491377e-5,0.08759302562851946,0.1154203287074445
92,8neurons/,5.205234660398119e-5,9.37334297637985e-5,0.08760417478959866,0.11541294221243623
93,8neurons/,5.205234660398119e-5,9.37334297637985e-5,0.08760417478959866,0.11541294221243623
94,8neurons/,5.205234660398119e-5,9.37334297637985e-5,0.08760417478959866,0.11541294221243623
95,8neurons/,5.204575695388196e-5,9.373531374738229e-5,0.08760069159086892,0.11541466163378855
96,8neurons/,4.717521946493759e-5,9.808818887949336e-5,0.08453441300376877,0.11928170763538726
97,8neurons/,4.82569972251056e-5,9.681605095494286e-5,0.08520115567650895,0.11808033983380971
98,8neurons/,4.8422103435741334e-5,9.65215207093012e-5,0.08518656047280845,0.11778937794569168
99,8neurons/,4.8939524911839025e-5,9.548479737304953e-5,0.08489313643763476,0.11669974219255712
100,8neurons/,4.9087362512370294e-5,9.503333888465667e-5,0.08456473359002596,0.1161447835123989
101,8neurons/,4.926112165926614e-5,9.492301233980836e-5,0.08475278356803426,0.11608194662601885
102,8neurons/,4.956311195550668e-5,9.467671717631287e-5,0.08496782942457724,0.1158793348911886
103,8neurons/,4.9578539995718014e-5,9.46335870751038e-5,0.08492960142085633,0.11582254913850322
104,8neurons/,4.9606352845150944e-5,9.459655939176675e-5,0.08492685603642025,0.11578194866901559
105,8neurons/,4.962539374889763e-5,9.457124322368964e-5,0.08492467272252474,0.1157553401469197
