time,true_orbit_x1,true_orbit_y1,true_orbit_x2,true_orbit_y2,pred_orbit_x1,pred_orbit_y1,pred_orbit_x2,pred_orbit_y2
4613.735455290455,7.188858046110165,-2.665574431671798,-7.188857542162256,2.6655742448121544,6.1758618857861975,0.0,-6.175875650076617,-0.0
4618.636212708592,7.367512867093625,-2.115365346723936,-7.3675123499570105,2.115365198243828,6.133556390657935,0.6764291015479797,-6.13357006066109,-0.6764306091216227
4623.536970126729,7.504189471749219,-1.5531926610337488,-7.504188944328859,1.5531925518705054,6.017235017598443,1.344411982179776,-6.017248428353384,-1.3444149785027681
4628.437727544865,7.598085331882964,-0.982250229126773,-7.598084797172788,0.982250160002069,5.828154060751847,1.9958481070802077,-5.828167050097558,-1.9958525552744009
4633.338484963002,7.64864038161949,-0.4057860039290315,-7.648639842650441,0.4057859753353461,5.568453753856435,2.6228006653837204,-5.568466164401889,-2.6228065108820067
4638.239242381139,7.655540701247903,0.17291633251881833,-7.655540161108415,-0.1729163203182552,5.241145032413398,3.2175928948827623,-5.241156713478111,-3.2176000660086514
4643.139999799276,7.618720811799259,0.7505559932762247,-7.618720273563769,-0.7505559402518658,4.850076031432438,3.7729054175205436,-4.8500868409123585,-3.7729138262846726
4648.040757217413,7.538364562099031,1.323833860790129,-7.5383640288529925,-1.3238337671451745,4.399890388321611,4.281865887544275,-4.399900194462072,-4.281875430640721
4652.941514635549,7.4148012339903495,1.8894446589910459,-7.4148007088103265,-1.8894445251641947,3.8959798036177027,4.738138776641919,-3.895988486680646,-4.738149336644615
4657.8422720536855,7.248747895242901,2.444135737806475,-7.24874738116168,-2.444135564468055,3.34441964241327,5.136004734983046,-3.344427096200951,-5.136016181719076
4662.743029471822,7.041203831079351,2.9847394509178766,-7.04120333107331,-2.984739238966761,2.751900970994797,5.470436583263354,-2.751907104222008,-5.470448775355607
4667.643786889959,6.793333723937881,3.508151651718498,-6.793333240915487,-3.5081514022798848,2.1256545368690283,5.737167266013135,-2.1256592743659017,-5.737180052574411
4672.544544308096,6.506534695416758,4.011362559634932,-6.506534232191026,-4.011362274049662,1.4733589685001671,5.932746023158295,-1.4733622522103778,-5.932759245610602
4677.445301726232,6.182428787020542,4.491474185688157,-6.182428346305305,-4.491473865512133,0.803057263883903,6.054590460810831,-0.8030590536767461,-6.054603954820738
4682.346059144369,5.822854132149471,4.945717167656331,-5.822853716531061,-4.945716814644756,0.12305204326306005,6.101021782614555,-0.12305231751207847,-6.101035380107054
4687.246816562506,5.429854865023964,5.371466916215618,-5.429854476959714,-5.371466532323717,-0.5581904809589362,6.071295981422681,0.5581917250113504,-6.0713095126645795
4692.147573980643,5.005669819760684,5.766258977155691,-5.00566946154863,-5.766258564514513,-1.2321487205692099,5.965616196132856,1.2321514666883981,-5.965629491843701
4697.04833139878,4.55272007991119,6.127803518572747,-4.552719753700279,-6.127803079503986,-1.8903510154125474,5.785141877955474,1.8903552284828606,-5.7851547714389095
4701.949088816916,4.073545824329263,6.4539197702528535,-4.073545532076673,-6.453919307222455,-2.52448378838134,5.531976954889056,2.524489414758462,-5.5319892841378
4706.849846235053,3.570911984627517,6.742699934995043,-3.570911728105572,-6.742699450622204,-3.1264935074790747,5.209153014624768,3.12650047556959,-5.2091646243881105
4711.7506036531895,3.0477556042058565,6.992528988298765,-3.0477553849881116,-6.99252848534191,-3.6886973811467008,4.820599497635738,3.688705602234374,-4.8206102414206065
4716.651361071326,2.507083066862026,7.201943066585206,-2.507082886301041,-7.201942547897154,-4.203876331240163,4.371095477795585,4.203885700519427,-4.3711052197601425
4721.552118489463,1.9520057689226777,7.369709536701537,-1.9520056281613338,-7.369709005261154,-4.665375948117949,3.8662199570295512,4.665386345952397,-3.8662285737660156
4726.452875907599,1.3857223853891039,7.494834585183758,-1.3857222853351823,-7.494834044027819,-5.067191552125366,3.312286111785759,5.067202845495817,-3.312293493956675
4731.353633325736,0.8115005821342129,7.576569450762234,-0.8115005234660899,-7.576568903002666,-5.404053028739983,2.7162652613224685,5.404065072881627,-2.716271315127525
4736.254390743873,0.23265827781258308,7.614415259340906,-0.2326582609712155,-7.614414708144647,-5.6714983317818755,2.0857003474058566,5.671510971985233,-2.085704995855877
4741.15514816201,-0.3474554378886156,7.608126428361372,0.34745541270435665,-7.6081258769156035,-5.86593036242836,1.4286205503362233,5.865943435967014,-1.4286237343368562
4746.055905580147,-0.925479620523847,7.557712615656497,0.925479553358591,-7.557712067168087,-5.984681105518279,0.7534316260866823,5.984694443719541,-0.753433305277685
4750.956662998283,-1.4980449942536218,7.463360942399517,1.4980448853985826,-7.463360400076835,-6.026042182866441,0.06881850152332396,6.026055613250122,-0.06881865490075673
4755.85742041642,-2.061800729758654,7.325573528268157,2.061800579745114,-7.3255729952713615,-5.9893035226491556,-0.6163688694294298,5.989316871152509,0.6163702431454036
4760.758177834557,-2.61348032030832,7.145228102876029,2.6134801299132073,-7.145227582338968,-5.874763136843834,-1.2932284612589098,5.874776230068302,1.2932313435079703
4765.6589352526935,-3.14987049314598,6.923348390777608,3.149870263382888,-6.923347885764427,-5.683735977697783,-1.9529233006553355,5.683748645175474,1.9529276531819908
4770.55969267083,-3.6678426295921964,6.661200861865128,3.667842361705618,-6.661200375355152,-5.418541679525113,-2.586793836911763,5.418553755957958,2.5867996021607733
4775.460450088966,-4.164371125674467,6.3602878666784886,4.164370821136494,-6.360287401555435,-5.082483466871412,-3.1864761415192473,5.082494794323317,3.186483243294487
