epochs,test_name,train_losses,test_losses,train_metric,test_metric
1,architecture_lstm_2/,0.00018161308833637224,0.000153430860955384,0.14366304796515814,0.13320584375545658
2,architecture_lstm_2/,0.00013482375903840419,0.00011515767067554334,0.1435732989485205,0.13296640546182986
3,architecture_lstm_2/,0.00011667352714561806,9.143285222900079e-5,0.13797628669619003,0.12114868233398092
4,architecture_lstm_2/,0.00012987239653955348,0.00013182244869665345,0.16505524059183874,0.15560764535537366
5,architecture_lstm_2/,0.0001008079203188219,0.00013104767187888106,0.13175582972202163,0.15658849507198586
6,architecture_lstm_2/,8.391384612101049e-5,0.00011762484587209918,0.11283165433987419,0.14176681998218263
7,architecture_lstm_2/,7.796035683002517e-5,0.00011246145372550311,0.10806707480965877,0.13773351156691158
8,architecture_lstm_2/,7.651385502774106e-5,0.0001111292119826189,0.10826342356404328,0.1378935948208105
9,architecture_lstm_2/,7.674624378386063e-5,0.0001113109920237245,0.10893631444513117,0.13849506542087145
10,architecture_lstm_2/,7.7753766217323e-5,0.00011221239414125197,0.11004775535071563,0.1394848940616812
11,architecture_lstm_2/,7.961565491272297e-5,0.0001135292802649496,0.11095855981655535,0.140345267348017
12,architecture_lstm_2/,8.063508484469959e-5,0.00011465806781140033,0.11258524730298788,0.14186082248731097
13,architecture_lstm_2/,8.152281983677275e-5,0.00011604443152089714,0.11384113195141146,0.14343446946207825
14,architecture_lstm_2/,7.873093830662844e-5,0.00011610001905339123,0.11094491894656547,0.14314432220931372
15,architecture_lstm_2/,7.39723546883078e-5,0.00011446729500264196,0.10537462862472073,0.13634765413372354
16,architecture_lstm_2/,7.571194331218556e-5,0.00011485572474945191,0.10606164135002429,0.13301938002082805
17,architecture_lstm_2/,0.00013122328645302534,0.00014642366720882,0.12667762521237502,0.1341082707097488
18,architecture_lstm_2/,0.00010537222079578937,0.00012379503784494935,0.1256085363015911,0.13320110227046034
19,architecture_lstm_2/,8.602436136761572e-5,0.00010275481100920182,0.1272429504623434,0.13278097480664514
20,architecture_lstm_2/,8.600864657174616e-5,0.00010492250259640314,0.12715145502880326,0.13449121175220569
21,architecture_lstm_2/,8.63074973034015e-5,0.00010511793097955021,0.12735694790407123,0.1346943716376042
22,architecture_lstm_2/,8.657957728702181e-5,0.00010520387141327042,0.12758358094848382,0.13485396697861057
23,architecture_lstm_2/,8.667809612712643e-5,0.00010527353276857426,0.1276416669255182,0.13490838074809106
24,architecture_lstm_2/,8.667082248650689e-5,0.00010525880081027435,0.12765235736493963,0.13490475256783474
25,architecture_lstm_2/,8.667078886182513e-5,0.00010525874153261168,0.12765247020208925,0.13490474396449556
26,architecture_lstm_2/,8.667070794539445e-5,0.00010525862046906817,0.12765239756014543,0.13490467925220964
27,architecture_lstm_2/,8.667068633129047e-5,0.0001052586205804037,0.12765239661942268,0.13490468182764773
28,architecture_lstm_2/,8.667067017568264e-5,0.00010525861134702105,0.1276523964338897,0.13490468195045766
29,architecture_lstm_2/,8.667062473869869e-5,0.00010525861214202419,0.12765239654218805,0.13490468181016793
30,architecture_lstm_2/,8.667062399658812e-5,0.00010525861182980358,0.12765239690088168,0.13490468181016793
31,architecture_lstm_2/,8.667062276706289e-5,0.00010525861131367657,0.12765239683951035,0.134904681811398
32,architecture_lstm_2/,8.667061918437251e-5,0.00010525860337799012,0.12765239801054243,0.13490467611188026
33,architecture_lstm_2/,8.667061675515642e-5,0.00010525860229551942,0.12765239806366202,0.1349046760926213
34,architecture_lstm_2/,8.667061559604916e-5,0.00010525860179943994,0.127652398033251,0.13490467611958187
35,architecture_lstm_2/,8.667061559604916e-5,0.00010525860179943994,0.127652398033251,0.13490467611958187
36,architecture_lstm_2/,8.667061559604916e-5,0.00010525860179943994,0.127652398033251,0.13490467611958187
37,architecture_lstm_2/,0.00046743367341541415,0.00043744450124914836,0.1277321608458466,0.13482354397029978
38,architecture_lstm_2/,0.00014231125900908748,0.0001553149370990767,0.12791002001127744,0.1349589746598207
39,architecture_lstm_2/,0.00013122070491704862,0.0001521433692680309,0.1247821892134935,0.13688125197144055
40,architecture_lstm_2/,0.00011257254246435061,0.00013422727448330496,0.12520050076869232,0.13635973382889433
41,architecture_lstm_2/,8.236760565681399e-5,0.00010698366122289802,0.124934897592936,0.1360065498895431
42,architecture_lstm_2/,8.243233872099698e-5,0.00010694656833968565,0.12497974783112509,0.13596211693390867
43,architecture_lstm_2/,8.241815329124187e-5,0.00010694896893299462,0.12497074301777455,0.13596925690876135
44,architecture_lstm_2/,8.238778346145664e-5,0.00010694278274689162,0.12495545212669659,0.13597027798138675
45,architecture_lstm_2/,8.251139427442993e-5,0.00010835368336247728,0.12394833762432168,0.1361252186573966
46,architecture_lstm_2/,8.145482903414394e-5,0.00010700211363544298,0.12445437903103115,0.13602482868159615
47,architecture_lstm_2/,8.122739616906774e-5,0.00010700334279620125,0.12431081092600008,0.13598208557409172
48,architecture_lstm_2/,8.064432983044709e-5,0.00010670157901922666,0.12386408479107786,0.13550387742274952
49,architecture_lstm_2/,7.985519949781233e-5,0.00010525762945198766,0.12169683262434336,0.13257464317324277
50,architecture_lstm_2/,7.969935360084721e-5,0.00010435756683856429,0.12155095535775139,0.13152703323908574
51,architecture_lstm_2/,7.898220779588333e-5,0.00010228909753528266,0.12179616659679338,0.13047035104578972
52,architecture_lstm_2/,7.825346841178792e-5,0.00010182961791140138,0.12173701254494959,0.13055897813474243
53,architecture_lstm_2/,7.748592920734758e-5,0.00010119914487844864,0.12156176380509781,0.13036221548951593
54,architecture_lstm_2/,7.729964300621802e-5,0.00010112656564528958,0.12143622536341499,0.1302548230030247
55,architecture_lstm_2/,7.728458779581486e-5,0.00010112638501746863,0.12142593474041707,0.13024810246526292
56,architecture_lstm_2/,7.728630170901993e-5,0.00010112480752175883,0.12142697733027016,0.1302468600625861
57,architecture_lstm_2/,7.728647939069402e-5,0.0001011243632958165,0.12142712244336666,0.13024666530122322
58,architecture_lstm_2/,7.728648072067853e-5,0.00010112436080711261,0.12142710996547029,0.13024663990645086
59,architecture_lstm_2/,7.728497191313752e-5,0.0001011220945884558,0.12142612593088443,0.13024387782638783
60,architecture_lstm_2/,7.728495276022692e-5,0.00010112209487494458,0.12142612789371339,0.1302438679555243
61,architecture_lstm_2/,7.728495276022692e-5,0.00010112209487494458,0.12142612789371339,0.1302438679555243
62,architecture_lstm_2/,7.728495276022692e-5,0.00010112209487494458,0.12142612789371339,0.1302438679555243
63,architecture_lstm_2/,0.0002775947961301091,0.00027441455497294364,0.1215231573820856,0.13052242839237396
64,architecture_lstm_2/,0.00010923328287354004,0.00013022996370917351,0.12094884521286402,0.12999453190353114
65,architecture_lstm_2/,0.000101969859484968,0.00013172933908649483,0.11639441505925356,0.13301916020804264
66,architecture_lstm_2/,9.220302379584455e-5,0.00011942095954001047,0.11855573963690284,0.13134085257314362
67,architecture_lstm_2/,7.777948393047053e-5,0.00010526868996753352,0.11937769983457572,0.13097282880219466
68,architecture_lstm_2/,7.458488652591839e-5,0.00010290002238837653,0.11909395949021437,0.13125568081186526
69,architecture_lstm_2/,7.416810347377688e-5,0.00010314984614614074,0.11869102447586205,0.13151665470236032
70,architecture_lstm_2/,7.403204360597168e-5,0.00010325380533932673,0.11854721993606726,0.1316084403506139
