time,true_waveform_real,pred_waveform_real,pred_waveform_imag,error_real
5221.759107477467,-0.09281722490541572,-0.14057074982480094,0.000730292408384169,0.047753524919385226
5223.322173276,-0.08711415079225338,-0.1393608805432869,0.011174911539598178,0.05224672975103353
5224.885239074534,-0.08097368964030481,-0.13815101126177518,0.021619530670812764,0.057177321621470364
5226.448304873067,-0.07439907128338441,-0.13615187728924624,0.03194610193420276,0.06175280600586183
5228.0113706716,-0.06744287341958048,-0.13339197566164068,0.042098677439286795,0.0659491022420602
5229.574436470134,-0.06012999657639363,-0.12986210703715612,0.052018179765524836,0.06973211046076248
5231.137502268667,-0.05250005954553437,-0.1255995545477804,0.061644880651007476,0.07309949500224604
5232.7005680672,-0.04459687821175572,-0.1206269475201907,0.07093532058663475,0.07603006930843498
5234.263633865734,-0.036450254160056116,-0.11495976926084053,0.07981271931962598,0.07850951510078441
5235.826699664267,-0.028113960597536448,-0.1086504394506895,0.08826256502246115,0.08053647885315306
5237.3897654628,-0.019621507622820878,-0.10170918167115287,0.09620068530282104,0.08208767404833199
5238.952831261334,-0.01102266358479952,-0.09419219498828335,0.10360281838357661,0.08316953140348383
5240.515897059867,-0.002358900947948671,-0.08613462515968798,0.11041939835855322,0.0837757242117393
5242.0789628584,0.006323581240625838,-0.07758153706384048,0.1166102955122166,0.08390511830446631
5243.642028656934,0.014981054112170357,-0.06858967419430972,0.12214841596796601,0.08357072830648007
5245.205094455467,0.0235656462286594,-0.059191555799413834,0.1269830619275506,0.08275720202807324
5246.768160254,0.03203783525949044,-0.04946264078828805,0.13110794756688657,0.08150047604777849
5248.331226052534,0.040345997935120614,-0.039441530745612144,0.13448777582313176,0.07978752868073276
5249.894291851067,0.04845248290012125,-0.029192968312335518,0.1370954795114059,0.07764545121245678
5251.4573576495995,0.05631488180052485,-0.01876877721778766,0.1389350621123109,0.07508365901831252
5253.020423448133,0.06388443025941085,-0.008228516101740855,0.13997404069865862,0.0721129463611517
5254.583489246666,0.07113460530614349,0.002348591208082484,0.14021460117753456,0.06878601409806101
5256.146555045199,0.0780093256086557,0.012936759972157668,0.13967200251886253,0.06507256563649803
5257.709620843733,0.08448703694883009,0.02344681906833511,0.1383024638556438,0.061040217880494976
5259.272686642266,0.09053151931290122,0.03383250621367994,0.136169990959436,0.05669901309922128
5260.8357524408,0.0960963108706516,0.044024364466797666,0.13324144513572939,0.05207194640385393
5262.398818239333,0.10117491619098656,0.05398176465560141,0.12955731753689503,0.047193151535385156
5263.961884037866,0.105713694124591,0.06363013998043765,0.12512510178527164,0.04208355414415335
5265.5249498364,0.10971061077628771,0.07291666453926221,0.11997753021802866,0.036793946237025504
5267.088015634933,0.11313296115709447,0.08178873603179689,0.11414493958904665,0.03134422512529758
5268.651081433466,0.11595806427383099,0.09020706787969983,0.10764287977120557,0.025750996394131156
5270.214147232,0.11819141630795618,0.09810811516917624,0.100525148205611,0.020083301138779944
5271.777213030533,0.11978235401169877,0.10545228326931312,0.09283477579285083,0.014330070742385653
5273.340278829066,0.12075840517010404,0.11219516015172018,0.08459565720171112,0.008563245018383861
5274.9033446276,0.12109607159557405,0.11829093063457773,0.07587124199330551,0.002805140960996322
5276.466410426133,0.12078798614967842,0.12372881964721373,0.06671878305709854,-0.0029408334975353084
5278.029476224666,0.11985794990551997,0.1284409238427843,0.057149420339114056,-0.00858297393726433
5279.5925420232,0.11827617900290266,0.13242698667901254,0.04726705738650507,-0.014150807676109878
5281.155607821733,0.11607771579584904,0.135648748656536,0.03710487827227145,-0.019571032860686968
5282.718673620266,0.11326590144624805,0.13809639825821202,0.026719458916362293,-0.024830496811963962
5284.2817394188,0.10984033032741447,0.13974966181053866,0.016173810730363943,-0.02990933148312419
5285.844805217333,0.10584458699239593,0.14059670948909747,0.005533409743833527,-0.03475212249670154
5287.407871015866,0.1012737739893273,0.14063691320708782,-0.0051561466102000774,-0.03936313921776052
5288.9709368143995,0.09616267607643658,0.1398569973418957,-0.0158096396811515,-0.04369432126545911
5290.534002612932,0.09054740335843567,0.138290330828069,-0.02638692345579094,-0.04774292746963332
5292.097068411465,0.08443214877408418,0.13590026317003523,-0.036813292210719946,-0.051468114395951045
5293.660134209999,0.07786904520417923,0.13274837702693398,-0.0470363085477169,-0.05487933182275476
5295.223200008532,0.07089167056780858,0.12879630110603113,-0.05699014781940198,-0.05790463053822255
5296.786265807065,0.06351969831633206,0.12413667835894207,-0.06662465422503777,-0.060616980042610014
5298.349331605599,0.055809391110819125,0.11871839666558258,-0.07587739768810717,-0.06290900555476345
5299.912397404132,0.04779648049637436,0.11263965749518205,-0.08469963637155256,-0.06484317699880769
5301.475463202665,0.03951640929120683,0.10588429166129965,-0.09302504148921391,-0.0663678823700928
5303.038529001199,0.03102275481608016,0.09852235245539194,-0.1008377217802706,-0.06749959763931178
5304.601594799732,0.022354244078307328,0.0905818039587203,-0.10805326178357721,-0.06822755988041297
5306.164660598265,0.013558481561333161,0.08210762814437915,-0.11466543362072355,-0.06854914658304599
5307.727726396799,0.004683855661600598,0.07316672135201588,-0.12057927845914962,-0.06848286569041528
5309.290792195332,-0.004224388844696116,0.06377754737046173,-0.12583406280698814,-0.06800193621515785
5310.853857993865,-0.0131171225164077,0.05402390985104372,-0.13035404395367842,-0.06714103236745142
5312.416923792399,-0.02194891652224401,0.04394165092344347,-0.13410540190067666,-0.06589056744568748
5313.979989590932,-0.030667406242513615,0.03361244630906345,-0.13708930345314888,-0.06427985255157706
5315.543055389465,-0.03922995315661489,0.023051609984619692,-0.13928111784084637,-0.062281563141234585
