epochs,test_name,train_losses,test_losses,train_metric,test_metric
1,architecture_1__32/,0.00011785937458601291,9.986785887168147e-5,0.14364577142169555,0.1331278929723211
2,architecture_1__32/,0.00011769888517633543,9.983201897646568e-5,0.14364115823458276,0.13311271451592646
3,architecture_1__32/,0.00012585873971193384,0.00010546272666615973,0.14432098751452246,0.13323406050994702
4,architecture_1__32/,0.0006274870298777329,0.0005706450351301248,0.17206693103480963,0.16545731595101423
5,architecture_1__32/,0.00036294471560681217,0.0003458944449353061,0.13061371407333472,0.1469955978235992
6,architecture_1__32/,0.00013493474141826247,0.00014241935908584569,0.1325480442907711,0.1433800953142753
7,architecture_1__32/,9.649820911436936e-5,0.00011967123894239282,0.13135108621267555,0.15033254656627593
8,architecture_1__32/,9.045797608534176e-5,0.00012277505411648589,0.11344051961863841,0.14232835610432257
9,architecture_1__32/,8.098584273791974e-5,0.00011476987316274599,0.10997630052961603,0.13942654630622767
10,architecture_1__32/,8.174306413180426e-5,0.00011542733355467695,0.10624941919974917,0.1361055165928933
11,architecture_1__32/,7.948751471044979e-5,0.00011372910668089867,0.10437172518307423,0.1344328054064494
12,architecture_1__32/,6.852497480402543e-5,0.00010393185183558904,0.10025512369926083,0.12548470234725195
13,architecture_1__32/,6.199030473532203e-5,9.450677284297184e-5,0.1052722675730856,0.12245318326371607
14,architecture_1__32/,6.912419037575575e-5,9.924662136063928e-5,0.1069088729460659,0.12228091696422456
15,architecture_1__32/,0.0001531893874407348,0.0001554257141593814,0.13080577042109415,0.13317972142748374
16,architecture_1__32/,0.00013847984172772956,0.0001432182679079967,0.1312087603905904,0.13400037189485828
17,architecture_1__32/,0.00010306166425122763,0.00011436350627539409,0.13257347008405396,0.13684453508489686
18,architecture_1__32/,9.348886132299251e-5,0.00010751512618506286,0.13225790817713579,0.13714560719868885
19,architecture_1__32/,8.257764097089381e-5,0.00010802912561397405,0.12064564527000178,0.1311168449023398
20,architecture_1__32/,7.775756085892015e-5,0.00010279257179733039,0.12150778666493499,0.13165644852167235
21,architecture_1__32/,8.480313457129474e-5,0.0001055401014990756,0.1262430749306471,0.1344289579663033
22,architecture_1__32/,8.619922649411806e-5,0.00010499004513677577,0.12723889555582046,0.13442963000633903
23,architecture_1__32/,8.716077036549992e-5,0.00010582336969712387,0.12765868491664076,0.13482635592070813
24,architecture_1__32/,8.742395610759742e-5,0.00010627634785307672,0.12765158596555717,0.1349693167046637
25,architecture_1__32/,8.794074026078484e-5,0.00010671487748651842,0.12745980830751674,0.1347694018471117
26,architecture_1__32/,8.828782386688121e-5,0.00010691911386043482,0.12759507371523476,0.13481283119832635
27,architecture_1__32/,8.844925817280646e-5,0.00010712195544891598,0.1275583401075475,0.13482172862619524
28,architecture_1__32/,8.84474104035943e-5,0.00010712047576381718,0.12755816562831873,0.13482178501676742
29,architecture_1__32/,8.831642007452645e-5,0.00010702313987382225,0.12757217321751327,0.13484942679130116
30,architecture_1__32/,8.832710994863759e-5,0.00010702813940958939,0.12757128062738124,0.1348445974982995
31,architecture_1__32/,8.832710862592585e-5,0.00010702813521359361,0.12757128062738124,0.1348445974963716
32,architecture_1__32/,8.832710779969152e-5,0.000107028134885307,0.12757128062738124,0.1348445974963716
33,architecture_1__32/,8.832710837216044e-5,0.00010702813526178852,0.12757128062738124,0.1348445974963716
34,architecture_1__32/,8.832710835822007e-5,0.00010702810868884146,0.12757128062656825,0.13484457625580443
35,architecture_1__32/,8.832710801129476e-5,0.00010702810845976098,0.12757128062656825,0.13484457625580443
36,architecture_1__32/,8.832710801129476e-5,0.00010702810845976098,0.12757128062656825,0.13484457625580443
37,architecture_1__32/,8.832710801129476e-5,0.00010702810845976098,0.12757128062656825,0.13484457625580443
38,architecture_1__32/,8.896213000039331e-5,0.00010759387028203888,0.12759924769118075,0.13483924480218576
39,architecture_1__32/,8.656504898118704e-5,0.00010532227154991812,0.1276035618782902,0.1348456788213143
40,architecture_1__32/,8.346607998034649e-5,0.00010746959331058845,0.12515225206663988,0.1356317122123137
41,architecture_1__32/,8.315256261211866e-5,0.00010791078202733009,0.12481713446604813,0.13593084367587252
42,architecture_1__32/,8.314112415989476e-5,0.0001077860824270813,0.12486118795259718,0.13588718824744622
43,architecture_1__32/,8.312779434669461e-5,0.00010764864425470931,0.12491623919583338,0.13583810626423087
44,architecture_1__32/,8.302636161797963e-5,0.00010757625637101211,0.12489414796205386,0.13585832924040125
45,architecture_1__32/,8.2655286080488e-5,0.00010720643594973131,0.12487148619948711,0.13587999446509275
46,architecture_1__32/,8.25445313549318e-5,0.00010737336962117968,0.12479857565719969,0.13600073575250402
47,architecture_1__32/,8.199007871501083e-5,0.00010693821916802945,0.12472460058796517,0.1359844176447211
48,architecture_1__32/,8.195166515994683e-5,0.00010694377184492175,0.12470729444180254,0.13598842878029846
49,architecture_1__32/,8.193646784940614e-5,0.00010695334457610306,0.12469929279751486,0.13598702873515586
50,architecture_1__32/,8.59114298687991e-5,0.0001122831186816302,0.1245743654635412,0.13604838850090611
51,architecture_1__32/,8.36278245791966e-5,0.00010970447792144473,0.12455715225145046,0.13596060986264039
52,architecture_1__32/,8.709832531884443e-5,0.00011376384773001287,0.12458288935108722,0.13595072880818124
53,architecture_1__32/,9.132215716506193e-5,0.00011884420304451033,0.12456159642250515,0.1358549071882297
54,architecture_1__32/,9.593284535782399e-5,0.00012444787539108018,0.12456221693940384,0.13568186558635123
55,architecture_1__32/,0.0001009652329055061,0.0001305156473098085,0.12462250716343024,0.13540758205365622
56,architecture_1__32/,0.00010846828652877527,0.00013875237502406117,0.12479354168984967,0.1352070657386583
57,architecture_1__32/,0.00010710718512951429,0.00013718712153722341,0.12477044984099965,0.13513874585670238
58,architecture_1__32/,0.00010584472598839665,0.00013568575205552335,0.12474557931320882,0.13502521758799513
59,architecture_1__32/,9.59038142419622e-5,0.00012381785440746394,0.12441173357827441,0.13480878885649344
60,architecture_1__32/,9.745641024954757e-5,0.00012544602379036175,0.12441421053045437,0.13476646528328373
61,architecture_1__32/,9.430896455748268e-5,0.00012117625951278394,0.12377298808478421,0.13424034464172158
62,architecture_1__32/,8.114695259013084e-5,0.00010623832923896803,0.12242083997747323,0.13247075642995057
63,architecture_1__32/,7.66391201163391e-5,0.00010187607603381673,0.12080366645227573,0.13016431809145
64,architecture_1__32/,7.754526948536998e-5,0.00010188540123544446,0.12120525195931052,0.12986593601613844
65,architecture_1__32/,7.729082559117125e-5,0.00010162272107318579,0.12122877611632213,0.12989028396646157
66,architecture_1__32/,7.761126650619888e-5,0.00010190876700671179,0.12164520036206555,0.13048875810111227
67,architecture_1__32/,7.731180151317535e-5,0.00010147109892319916,0.12154289443155908,0.1302212289190503
68,architecture_1__32/,7.722986971605243e-5,0.00010132001289459694,0.12153905503037737,0.13016015391551372
69,architecture_1__32/,7.723071668964264e-5,0.00010131859780565248,0.12156260701920853,0.13020407006662482
70,architecture_1__32/,7.720578941544582e-5,0.00010127181117318547,0.12159221173518982,0.13023936775476863
71,architecture_1__32/,7.72302704998951e-5,0.00010128379884141431,0.12162210615471432,0.13027547846776888
72,architecture_1__32/,7.725421919977827e-5,0.00010129510421065226,0.12163888921871983,0.13029404102292008
73,architecture_1__32/,7.725745591742661e-5,0.00010130426814698047,0.12162640627078421,0.1302934043460906
74,architecture_1__32/,7.724929530168617e-5,0.00010128405548779971,0.12162428961033953,0.13027743844504572
75,architecture_1__32/,7.724929768633085e-5,0.00010128406604235611,0.12162428932049178,0.13027743811000536
76,architecture_1__32/,7.72492978413868e-5,0.00010128406613135526,0.1216242893204289,0.1302774380315787
77,architecture_1__32/,7.724929796256561e-5,0.00010128406617503988,0.12162428922096466,0.13027743816368886
78,architecture_1__32/,7.724929227355182e-5,0.00010128405917173514,0.12162428909449173,0.13027742016846094
79,architecture_1__32/,7.724929240074651e-5,0.000101284059223557,0.12162428909360085,0.1302774202963447
80,architecture_1__32/,7.724929249579087e-5,0.00010128405923839796,0.12162428916394903,0.1302774202963447
81,architecture_1__32/,7.724929252403733e-5,0.00010128405925811433,0.12162428916394903,0.13027742029114805
82,architecture_1__32/,7.724929255069395e-5,0.00010128405926456612,0.12162428916394903,0.13027742029114805
83,architecture_1__32/,7.724929255069395e-5,0.00010128405926456612,0.12162428916394903,0.13027742029114805
84,architecture_1__32/,7.724929255069395e-5,0.00010128405926456612,0.12162428916394903,0.13027742029114805
85,architecture_1__32/,7.82788812240999e-5,0.00010188757417057122,0.12168908125753668,0.13027935097135274
86,architecture_1__32/,7.729072414923577e-5,0.0001012401609113625,0.12166713025640259,0.13025812916359666
87,architecture_1__32/,7.44366573048311e-5,0.00010297747555315668,0.11913312463742765,0.13154706310036748
88,architecture_1__32/,7.377993826138403e-5,0.000103443063044416,0.11843886928025835,0.13194471806741837
89,architecture_1__32/,7.37965655607883e-5,0.00010342132172323392,0.11845911290503922,0.13192674945776822
90,architecture_1__32/,7.39379104375552e-5,0.0001036015904118165,0.11843905013720507,0.13189442184648606
91,architecture_1__32/,7.396419060247778e-5,0.00010364083268394338,0.11843161312650556,0.1318928543164043
92,architecture_1__32/,7.402202195355013e-5,0.00010371886495788018,0.11841449909551384,0.13188034621221953
93,architecture_1__32/,7.439915410176954e-5,0.00010410071596120038,0.11840153615531603,0.13184929884168844
94,architecture_1__32/,7.405198038451977e-5,0.00010375394931105684,0.11838447058000276,0.1318630185309068
95,architecture_1__32/,7.390009406583548e-5,0.00010359987504151124,0.11837104238942021,0.13186705822101497
96,architecture_1__32/,7.365651474212196e-5,0.00010338268073856784,0.11832385052129031,0.13187991752790823
97,architecture_1__32/,7.357632802161965e-5,0.00010330584626897683,0.11829747685369449,0.13187959436382854
98,architecture_1__32/,7.366356652635257e-5,0.00010330821757348778,0.11827422518270349,0.1318808047177013
99,architecture_1__32/,7.444920830199142e-5,0.00010396419951665759,0.11825946940231674,0.13185587867759313
100,architecture_1__32/,7.501326025532255e-5,0.00010453933495623921,0.1182640157659075,0.13183529305545286
101,architecture_1__32/,7.653092319146399e-5,0.00010635611557714105,0.11817319764222545,0.13183315376508328
