time,true_orbit_x1,true_orbit_y1,true_orbit_x2,true_orbit_y2,pred_orbit_x1,pred_orbit_y1,pred_orbit_x2,pred_orbit_y2
5221.759107477467,5.917534692135803,1.763940461218301,-5.9175526305715715,-1.7639458084654098,6.1758618857861975,0.0,-6.175875650076617,-0.0
5223.322173276,5.849138889879285,1.9747337957790077,-5.84915663450078,-1.974739786568192,6.169916994802854,0.22061780431851624,-6.169930745843753,-0.22061829601466917
5224.885239074534,5.773222569866577,2.182966248886591,-5.773240092023263,-2.1829728743738523,6.156086876687651,0.4409178860987337,-6.156100596905036,-0.4409188687829238
5226.448304873067,5.689878716171355,2.388368984420739,-5.68989598946261,-2.388376235007186,6.134382682703645,0.6606180494172291,-6.134396354548376,-0.6606195217524038
5228.0113706716,5.5991931249979245,2.5906686125052802,-5.599210139145039,-2.590676484712495,6.104826190154216,0.8794365340553987,-6.104839796125689,-0.8794384940765397
5229.574436470134,5.501220102660099,2.7895716503417827,-5.501236828705122,-2.789580131829606,6.067449085372671,1.097092199572104,-6.0674626080409,-1.0970946446876084
5231.137502268667,5.396159087258878,2.9848532053886814,-5.396175501067878,-2.9848622845752915,6.022292278070157,1.313304771070858,-6.022305700096335,-1.3133076980644685
5232.7005680672,5.284141186956882,3.176259781000131,-5.284157267957991,-3.176269447159476,5.96940760785594,1.5277952056924229,-5.969420912016795,-1.5277986107259713
5234.263633865734,5.165306610021739,3.3635425324543995,-5.1653223408572515,-3.363552776065554,5.908857043602527,1.7402865964821808,-5.908870212812897,-1.7402904751003507
5235.826699664267,5.039804507396228,3.546457598027859,-5.0398198648055015,-3.546468404884777,5.8407120369522465,1.9505038710306462,-5.840725054286218,-1.950508218165061
5237.3897654628,4.90779279145658,3.724766415879618,-4.907807753299219,-3.724777771189087,5.765054663875028,2.158174819444725,-5.765067512589611,-2.1581796294203266
5238.952831261334,4.769437952208331,3.8982360418075372,-4.769452501900316,-3.8982479338065428,5.681975874495763,2.363028526647401,-5.681988538050671,-2.363033793185337
5240.515897059867,4.624895363513405,4.0666222315941045,-4.624909480450675,-4.066634644471063,5.591576623035297,2.5647993818717247,-5.59158908511524,-2.5648050981011696
5242.0789628584,4.4743126847618315,4.22966696515131,-4.47432634967111,-4.229679882899102,5.493967984770094,2.76322334702749,-5.493980229307342,-2.76322950548915
5243.642028656934,4.317940779709767,4.387205309015318,-4.317953974454558,-4.387218715428737,5.389270046577778,2.958041631119368,-5.389282057772237,-2.9580482237771757
5245.205094455467,4.155978651882782,4.539030082679198,-4.1559913587334005,-4.539043960717145,5.27761291038983,3.148999098269912,-5.277624672731372,-3.1490061165191734
5246.768160254,3.9886327806731288,4.684941217572504,-3.988644979878221,-4.6849555464111265,5.1591351274428385,3.335844829565549,-5.159146625730125,-3.33585226424234
5248.331226052534,3.816116865007649,4.82474602147704,-3.816128544018772,-4.824760787389881,5.03398482541179,3.5183333615419863,-5.033996044773619,-3.5183412029353134
5249.894291851067,3.6386515717732166,4.958259453456499,-3.638662714662258,-4.958274637508689,4.902319512661874,3.696223962101949,-4.902330438578086,-3.696232199964293
5251.4573576495995,3.4564642582625162,5.085304368932931,-3.4564748498472238,-5.085319951763486,4.76430382216467,3.8692820801412404,-4.764314440482026,-3.869290703702332
5253.020423448133,3.269770907125568,5.20568330386497,-3.269780932362222,-5.205699264675091,4.620113156216049,4.037277873475407,-4.620123453172235,-4.037286871452722
5254.583489246666,3.078796108930241,5.319202165866159,-3.0788055507456704,-5.319218478424015,4.469929199828123,4.199988684861745,-4.46993916206575,-4.19999804547652
5256.146555045199,2.8838249372992433,5.425767320328349,-2.8838337895305806,-5.425783975359169,4.313943417726241,4.357198861734705,-4.313953032314642,-4.3572085727275445
5257.709620843733,2.685108823404155,5.5252358991864625,-2.6851170682197463,-5.525252864886232,4.1523545387684635,4.508698074751977,-4.152363793219883,-4.508708123394719
5259.272686642266,2.482904379529293,5.617474045366578,-2.4829120078755276,-5.617491304164764,3.985368921372654,4.65428338419168,-3.985377803659252,-4.654293757303867
5260.8357524408,2.2774730928156797,5.702357132600025,-2.2774800925895065,-5.7023746587225945,3.8131999563677152,4.793760621489881,-3.813208454937242,-4.793771305458307
5262.398818239333,2.069080986009339,5.77976992506777,-2.0690873511297188,-5.779787705458869,3.636068654812238,4.926940599978534,-3.636076758605016,-4.926951580768349
5263.961884037866,1.8579982911386308,5.849606768992042,-1.8580040107455658,-5.849624776258187,3.4542031482523576,5.053645134047828,-3.4542108467171517,-5.053656397227055
5265.5249498364,1.6444881555667514,5.9117320479472335,-1.644493220769067,-5.9117502567317874,3.267838380444086,5.173702483657894,-3.2678456635532847,-5.173714014411794
5267.088015634933,1.4288272861789304,5.966037436317784,-1.4288316879919996,-5.966055816080258,3.0772143462746984,5.286948941476998,-3.0772212045355736,-5.286960724625975
5268.651081433466,1.2113153576055482,6.012507199544006,-1.211319091706341,-6.012525734338722,2.8825787412530866,5.3932296517865215,-2.8825851657249553,-5.393241671805848
5270.214147232,0.9922360245751134,6.0510757657714604,-0.992239086014514,-6.051094435788739,2.6841830689679647,5.492400668883395,-2.684189051270675,-5.492412909927528
5271.777213030533,0.7718753632694426,6.081687800014457,-0.7718777456844861,-6.081706571581774,2.4822865186788485,5.584323911203762,-2.4822920510099107,-5.584336357119414
5273.340278829066,0.5505215013496157,6.104298280587641,-0.5505232013780603,-6.104317130725795,2.2771522365578165,5.66887340042357,-2.2771573117012203,-5.668886034776682
