epochs,test_name,train_loss,test_loss,train_metric,test_metric,pen,conf
16,test_1/,0.0009153923324061601,0.0009786367493139394,8.228660626906134e-7,9.968079992844909e-7,l2,g1_1__g2_20
17,test_1/,0.0009153916694363542,0.0009787403845662578,8.229078618200476e-7,9.975461349156045e-7,l2,g1_1__g2_20
18,test_1/,0.0009153909162459452,0.000978845427975365,8.229499587052482e-7,9.982893777357976e-7,l2,g1_1__g2_20
19,test_1/,0.0009153899897921643,0.000978950870276971,8.229928402509772e-7,9.990449763776477e-7,l2,g1_1__g2_20
20,test_1/,0.000915389351400203,0.0009790565559817347,8.230360248572316e-7,9.998057314308097e-7,l2,g1_1__g2_20
21,test_1/,0.00091538923998713,0.000979067022148092,8.23040265539815e-7,9.99880818552732e-7,l2,g1_1__g2_20
22,test_1/,0.0009153892151177799,0.0009790676125690208,8.230407571308143e-7,9.998881883830978e-7,l2,g1_1__g2_20
23,test_1/,0.0009153892151177799,0.0009790676125690208,8.230407571308143e-7,9.998881883830978e-7,l2,g1_1__g2_20
1,test_1/,0.01768915397165906,0.03529422341960665,0.0007183578911917138,0.002013564154197812,l2,g1_1__g2_50
2,test_1/,0.0021734093691374353,0.005879582162826305,8.94181368681695e-6,0.00013351979768910495,l2,g1_1__g2_50
3,test_1/,0.0015390016358406947,0.0024105199629433412,1.2612214871596598e-6,8.66583200271854e-6,l2,g1_1__g2_50
4,test_1/,0.0015347625511908042,0.0021900629121748075,1.2185597515467111e-6,7.693330560383998e-6,l2,g1_1__g2_50
5,test_1/,0.0014511240717237361,0.0014790606746091994,8.353133887774651e-7,1.0062491207695888e-6,l2,g1_1__g2_50
6,test_1/,0.001446469896875427,0.0015139969754503456,8.197384260084266e-7,9.636559810499632e-7,l2,g1_1__g2_50
7,test_1/,0.0014461939315580023,0.0015504092221127128,8.209534132994547e-7,1.0425424099219549e-6,l2,g1_1__g2_50
8,test_1/,0.001446193681630468,0.0015504229576430747,8.20957266664676e-7,1.0426002630173296e-6,l2,g1_1__g2_50
9,test_1/,0.0014460196809056097,0.0015360652267717156,8.215036609923393e-7,1.0224085404594254e-6,l2,g1_1__g2_50
10,test_1/,0.0014459883585354288,0.00152356175051734,8.222205948644422e-7,1.0064358719655786e-6,l2,g1_1__g2_50
11,test_1/,0.0014459560998818035,0.0015303332101482374,8.218018387533998e-7,1.014907477733528e-6,l2,g1_1__g2_50
12,test_1/,0.0014459558472165188,0.0015299761105469914,8.218228839296302e-7,1.0144584363507381e-6,l2,g1_1__g2_50
13,test_1/,0.0014459553719277092,0.0015290705151304875,8.218772539414829e-7,1.0133220391698224e-6,l2,g1_1__g2_50
14,test_1/,0.0014459550763975186,0.0015287657472972645,8.218952323821709e-7,1.0129361484714934e-6,l2,g1_1__g2_50
15,test_1/,0.0014459549728072134,0.0015287613679754745,8.218952551284494e-7,1.0129284711927702e-6,l2,g1_1__g2_50
16,test_1/,0.0014459549728072134,0.0015287613679754745,8.218952551284494e-7,1.0129284711927702e-6,l2,g1_1__g2_50
1,test_1/,0.01768915397165906,0.03529422341960665,0.0007183578911917138,0.002013564154197812,l2,g1_1__g2_30
2,test_1/,0.004498621611827414,0.014643222118657795,3.213568751756535e-5,0.0004115513062466415,l2,g1_1__g2_30
3,test_1/,0.002257399967639636,0.007257256832930399,5.311708907319282e-6,7.705770792337844e-5,l2,g1_1__g2_30
4,test_1/,0.0022306115053540975,0.007173399265483208,5.769744761267342e-6,8.468860968158332e-5,l2,g1_1__g2_30
5,test_1/,0.0019915801175103684,0.005388250479719157,3.574675722550707e-6,3.9776081064515736e-5,l2,g1_1__g2_30
6,test_1/,0.0011543703775474187,0.0019928449652388772,9.746837902617698e-7,4.282147562113028e-6,l2,g1_1__g2_30
7,test_1/,0.0010924911000079057,0.0011740560577345625,8.208612322859406e-7,1.0008611470079907e-6,l2,g1_1__g2_30
8,test_1/,0.0010924859419309302,0.0011590028913804548,8.206620899310618e-7,9.712589821449686e-7,l2,g1_1__g2_30
9,test_1/,0.0010924323013223344,0.0011637761173308439,8.218559747610209e-7,9.915262971685913e-7,l2,g1_1__g2_30
10,test_1/,0.0010924259198373727,0.0011644028856707856,8.220126224425892e-7,9.941733575487469e-7,l2,g1_1__g2_30
11,test_1/,0.0010924199803016323,0.001165053724649626,8.22175983327435e-7,9.96933497337869e-7,l2,g1_1__g2_30
12,test_1/,0.0010924136074925827,0.0011657391946812885,8.223462064011649e-7,9.998091252400497e-7,l2,g1_1__g2_30
13,test_1/,0.0010924119230805646,0.0011659334654214775,8.223946251412837e-7,1.0006274725535849e-6,l2,g1_1__g2_30
14,test_1/,0.0010924111702828828,0.0011660172112347334,8.224152924221675e-7,1.0009768138190854e-6,l2,g1_1__g2_30
15,test_1/,0.0010924103520637846,0.0011660889164536148,8.224330409383748e-7,1.001277217657509e-6,l2,g1_1__g2_30
16,test_1/,0.0010924096494674181,0.001166160718450251,8.224508478723411e-7,1.0015785739621936e-6,l2,g1_1__g2_30
17,test_1/,0.0010924091757904069,0.001166232586455815,8.224687501373976e-7,1.0018809666457522e-6,l2,g1_1__g2_30
18,test_1/,0.0010924088752590432,0.0011662623733561606,8.224762393689205e-7,1.0020072745435957e-6,l2,g1_1__g2_30
19,test_1/,0.0010924087929568432,0.001166270752997666,8.224781256170037e-7,1.0020407276354646e-6,l2,g1_1__g2_30
20,test_1/,0.0010924087929568432,0.001166270752997666,8.224781256170037e-7,1.0020407276354646e-6,l2,g1_1__g2_30
1,test_1/,0.01768915397165906,0.03529422341960665,0.0007183578911917138,0.002013564154197812,l2,g1_1__g2_15
2,test_1/,0.010989609045944407,0.03086549411803053,0.0002742813635977827,0.0015532777338832207,l2,g1_1__g2_15
3,test_1/,0.0073073958358952995,0.024393759628986218,0.00010075866809523877,0.0009724006713376925,l2,g1_1__g2_15
4,test_1/,0.006434132361033391,0.021202796915460845,0.00015301194772021005,0.0012003354680085775,l2,g1_1__g2_15
5,test_1/,0.0025009889440905926,0.008386626377991454,8.472595582463277e-6,0.00011290583084391858,l2,g1_1__g2_15
6,test_1/,0.0024370187100231124,0.008030351845654992,8.002427444667266e-6,0.00010716387846794104,l2,g1_1__g2_15
7,test_1/,0.0010904783794263586,0.002835174561653398,2.562338595107284e-6,3.064639290059551e-5,l2,g1_1__g2_15
8,test_1/,0.0008520093821714283,0.001162888660769421,9.480731210520981e-7,2.605520108175469e-6,l2,g1_1__g2_15
9,test_1/,0.0008371012724698376,0.0010812053344254036,9.013959141125071e-7,2.2921364908145743e-6,l2,g1_1__g2_15
10,test_1/,0.0008269588061324876,0.0008786540705576132,8.205698859117918e-7,9.399415254899162e-7,l2,g1_1__g2_15
11,test_1/,0.0008269180339823803,0.000882450153054606,8.200519179484332e-7,9.420298268464963e-7,l2,g1_1__g2_15
12,test_1/,0.000826890886155438,0.0008856861970952662,8.198448242465047e-7,9.4695897898865e-7,l2,g1_1__g2_15
13,test_1/,0.0008267876438430747,0.00089000705782122,8.210776320902162e-7,9.732008767493297e-7,l2,g1_1__g2_15
14,test_1/,0.0008267738085886287,0.0008908534709909642,8.213727832841866e-7,9.789710153221292e-7,l2,g1_1__g2_15
15,test_1/,0.0008267593007199828,0.0008917252077982672,8.217079381079176e-7,9.85449086703901e-7,l2,g1_1__g2_15
16,test_1/,0.0008267442130665491,0.0008926721688377817,8.220857536969666e-7,9.92680414297278e-7,l2,g1_1__g2_15
17,test_1/,0.0008267284611529249,0.0008938267156000131,8.225090559529137e-7,1.0007132810746143e-6,l2,g1_1__g2_15
18,test_1/,0.0008267219741998534,0.0008943463589923371,8.226904777500586e-7,1.0041396659264686e-6,l2,g1_1__g2_15
19,test_1/,0.0008267203755607702,0.0008944878703500283,8.227379525631606e-7,1.005033994388691e-6,l2,g1_1__g2_15
20,test_1/,0.0008267186430721115,0.0008946296552347629,8.227859729122742e-7,1.0059378966477191e-6,l2,g1_1__g2_15
21,test_1/,0.0008267169975482598,0.0008947718874465045,8.228344150700667e-7,1.0068497455515597e-6,l2,g1_1__g2_15
22,test_1/,0.0008267152929265527,0.0008949143551655309,8.228832761516235e-7,1.0077693684768372e-6,l2,g1_1__g2_15
23,test_1/,0.0008267149954902447,0.0008949385195304132,8.228916381573545e-7,1.0079264879932306e-6,l2,g1_1__g2_15
24,test_1/,0.0008267148333443984,0.0008949536116312431,8.228966951986054e-7,1.0080225222796565e-6,l2,g1_1__g2_15
25,test_1/,0.0008267146943537416,0.0008949680038822659,8.229017135730444e-7,1.0081165424257986e-6,l2,g1_1__g2_15
26,test_1/,0.0008267145553243743,0.0008949823955023819,8.229067360845366e-7,1.008210632803658e-6,l2,g1_1__g2_15
27,test_1/,0.0008267143871519265,0.0008949967574053672,8.229117627329105e-7,1.008304793470402e-6,l2,g1_1__g2_15
28,test_1/,0.0008267141607325817,0.0008950110604819713,8.229167935190864e-7,1.0083990244276684e-6,l2,g1_1__g2_15
29,test_1/,0.0008267141607325817,0.0008950110604819713,8.229167935190864e-7,1.0083990244276684e-6,l2,g1_1__g2_15
